"","work","dimension","population_size","max_gens","PKG","seconds","generations","diff_fitness","evaluations","initial_temp_1","initial_temp_2","initial_temp","color","base","shape","size","cum_seconds","run","power"
"1365","base-europar-test-2",3,200,10,320.49,6.84537257,NA,0,NA,32.5,31,31.75,"blue",TRUE,23,3,5433.82996312,"B",46.8184889460297
"1366","europar-test-2",3,200,10,436.75,9.28388826,19,0.00137799999999544,35101,32.5,30.1,31.3,"red",FALSE,23,4,5443.11385138,"W",47.043866510302
"1367","base-europar-test-2",3,200,10,320.6,6.91339661,NA,0,NA,33.5,31.5,32.5,"blue",TRUE,23,3,5450.02724799,"B",46.3737317682979
"1368","europar-test-2",3,200,10,658.67,10.32505011,24,0.0006219999999999,44218,31.5,30.5,31,"red",FALSE,23,4,5460.3522981,"W",63.7933949939929
"1369","base-europar-test-2",3,200,10,566.77,7.69949034,NA,0,NA,39.4,35.9,37.65,"blue",TRUE,23,3,5468.05178844,"B",73.611365814117
"1370","europar-test-2",3,200,10,655.33,9.99406614,53,0.000183999999997297,96909,37.4,38.5,37.95,"red",FALSE,23,4,5478.04585458,"W",65.5719094530627
"1371","base-europar-test-2",3,200,10,432.51,7.16737324,NA,0,NA,36.9,33.4,35.15,"blue",TRUE,23,3,5485.21322782,"B",60.3442831170321
"1372","europar-test-2",3,200,10,657.34,9.97606346,37,0.000382999999999356,67668,36.6,33.4,35,"red",FALSE,23,4,5495.18929128,"W",65.8917219838936
"1373","base-europar-test-2",3,200,10,471.41,7.30040849,NA,0,NA,53.4,39,46.2,"blue",TRUE,23,3,5502.48969977,"B",64.5730989773697
"1374","europar-test-2",3,200,10,639.21,9.86541799,32,0.00256199999999751,58639,36.9,33.5,35.2,"red",FALSE,23,4,5512.35511776,"W",64.7929971794333
"1375","base-europar-test-2",3,200,10,437.99,7.17419979,NA,0,NA,47.1,33.4,40.25,"blue",TRUE,23,3,5519.52931755,"B",61.0507112738214
"1376","europar-test-2",3,200,10,479.45,9.4697209,22,0.00285999999999831,40402,36.1,33.4,34.75,"red",FALSE,23,4,5528.99903845,"W",50.6297920564903
"1377","base-europar-test-2",3,200,10,313.95,6.89278243,NA,0,NA,34.2,31.5,32.85,"blue",TRUE,23,3,5535.89182088,"B",45.5476439577682
"1378","europar-test-2",3,200,10,585.87,9.87616196,14,0.00015199999999993,26068,42.5,32.8,37.65,"red",FALSE,23,4,5545.76798284,"W",59.3216274067664
"1379","base-europar-test-2",3,200,10,376.35,7.08665784,NA,0,NA,35.4,33,34.2,"blue",TRUE,23,3,5552.85464068,"B",53.106839429403
"1380","europar-test-2",3,200,10,500.73,9.55633565,18,0.0036399999999972,33232,33.5,31.5,32.5,"red",FALSE,23,4,5562.41097633,"W",52.3976991117929
"1381","base-europar-test-2",3,200,10,385.17,7.11336187,NA,0,NA,34.5,32,33.25,"blue",TRUE,23,3,5569.5243382,"B",54.1473928979238
"1382","europar-test-2",3,200,10,480.31,9.47319279,37,0.00081199999999626,67930,35,32.5,33.75,"red",FALSE,23,4,5578.99753099,"W",50.7020189124642
"1383","base-europar-test-2",3,200,10,393.22,7.15472506,NA,0,NA,33.5,31.5,32.5,"blue",TRUE,23,3,5586.15225605,"B",54.9594843550844
"1384","europar-test-2",3,200,10,498.34,9.55718323,58,0.000397999999997012,105887,35.4,33,34.2,"red",FALSE,23,4,5595.70943928,"W",52.1429785332263
"1385","base-europar-test-2",3,200,10,339.01,7.02617223,NA,0,NA,34,31.5,32.75,"blue",TRUE,23,3,5602.73561151,"B",48.2496000528584
"1386","europar-test-2",3,200,10,544.16,9.69989601,28,0.000807999999999254,51566,44,32.2,38.1,"red",FALSE,23,4,5612.43550752,"W",56.0995704942614
"1387","base-europar-test-2",3,200,10,399.65,7.20581116,NA,0,NA,40.8,33,36.9,"blue",TRUE,23,3,5619.64131868,"B",55.4621806103506
"1388","europar-test-2",3,200,10,703.21,10.25390621,36,0.00054399999999788,66030,33.5,32,32.75,"red",FALSE,23,4,5629.89522489,"W",68.5797183627643
"1389","base-europar-test-2",3,200,10,531.34,7.54775713,NA,0,NA,47.6,34.4,41,"blue",TRUE,23,3,5637.44298202,"B",70.397071719238
"1390","europar-test-2",3,200,10,687.15,10.13304068,22,0.001852999999997,40445,35.9,33.9,34.9,"red",FALSE,23,4,5647.5760227,"W",67.8128137150635
"1391","base-europar-test-2",3,200,10,460.68,7.3319331,NA,0,NA,35.4,33.4,34.4,"blue",TRUE,23,3,5654.9079558,"B",62.8319971986651
"1392","europar-test-2",3,200,10,736.32,10.46122127,28,0.000650999999997737,51409,39.4,35.4,37.4,"red",FALSE,23,4,5665.36917707,"W",70.3856634895555
"1393","base-europar-test-2",3,200,10,559.34,7.76284264,NA,0,NA,43.8,40.9,42.35,"blue",TRUE,23,3,5673.13201971,"B",72.0535022979675
"1394","europar-test-2",3,200,10,658.76,10.22134916,17,0.00190699999999566,31473,39.1,34.6,36.85,"red",FALSE,23,4,5683.35336887,"W",64.4494175561458
"1395","base-europar-test-2",3,200,10,360.47,7.04698663,NA,0,NA,39.8,37.2,38.5,"blue",TRUE,23,3,5690.4003555,"B",51.1523604238767
"1396","europar-test-2",3,200,10,625.77,10.02356265,38,0.0017259999999979,69585,33.5,31.5,32.5,"red",FALSE,23,4,5700.42391815,"W",62.4298986149401
"1397","base-europar-test-2",3,200,10,453.56,7.44310409,NA,0,NA,46.6,35.6,41.1,"blue",TRUE,23,3,5707.86702224,"B",60.9369417000858
"1398","europar-test-2",3,200,10,632.25,10.20686473,13,0.000717999999999108,24111,52.2,34,43.1,"red",FALSE,23,4,5718.07388697,"W",61.9436052818151
"1399","base-europar-test-2",3,200,10,431.02,7.31175578,NA,0,NA,39.8,35.4,37.6,"blue",TRUE,23,3,5725.38564275,"B",58.9489054296614
"1400","europar-test-2",3,200,10,499.63,9.51421201,19,0.000188999999998885,35080,36.6,32.5,34.55,"red",FALSE,23,4,5734.89985476,"W",52.5140704742399
"1401","base-europar-test-2",3,200,10,361.2,7.00385832,NA,0,NA,33,31,32,"blue",TRUE,23,3,5741.90371308,"B",51.5715743376145
"1402","europar-test-2",3,200,10,524.31,9.5727718,16,0.00163200000000074,29560,35.4,33,34.2,"red",FALSE,23,4,5751.47648488,"W",54.7709703055911
"1403","base-europar-test-2",3,200,10,508.6,7.52745676,NA,0,NA,34,33,33.5,"blue",TRUE,23,3,5759.00394164,"B",67.5659809436089
"1404","base-europar-test-2",3,200,25,485.28,7.51929771,NA,0,NA,36.4,35.9,36.15,"blue",TRUE,23,3,5766.52323935,"B",64.5379420679967
"1405","europar-test-2",3,200,25,703.75,10.35444311,48,0.000717000000001633,87726,40.8,34.4,37.6,"red",FALSE,23,4,5776.87768246,"W",67.9659922338402
"1406","base-europar-test-2",3,200,25,646.25,8.12680141,NA,0,NA,36.4,33.9,35.15,"blue",TRUE,23,3,5785.00448387,"B",79.5208308160197
"1407","europar-test-2",3,200,25,798.19,10.68183884,56,0.00108999999999781,102289,39.4,36.9,38.15,"red",FALSE,23,4,5795.68632271,"W",74.72402569968
"1408","base-europar-test-2",3,200,25,543.49,7.74182334,NA,0,NA,38.9,35.6,37.25,"blue",TRUE,23,3,5803.42814605,"B",70.2018085574141
"1409","europar-test-2",3,200,25,695.34,10.21964157,64,0.000833000000000084,116642,41.8,37.5,39.65,"red",FALSE,23,4,5813.64778762,"W",68.0395682409437
"1410","base-europar-test-2",3,200,25,424.95,7.31940435,NA,0,NA,34,32.5,33.25,"blue",TRUE,23,3,5820.96719197,"B",58.0580030395506
"1411","europar-test-2",3,200,25,607.94,10.04962757,62,0.00116399999999572,113257,53.6,36.4,45,"red",FALSE,23,4,5831.01681954,"W",60.4937840497506
"1412","base-europar-test-2",3,200,25,575.58,7.91148291,NA,0,NA,37.1,33.9,35.5,"blue",TRUE,23,3,5838.92830245,"B",72.7524797244364
"1413","europar-test-2",3,200,25,1008.73,11.59371928,42,0.0014150000000015,77076,41.8,36.4,39.1,"red",FALSE,23,4,5850.52202173,"W",87.0065917276548
"1414","base-europar-test-2",3,200,25,496.03,7.50474897,NA,0,NA,58.5,36.9,47.7,"blue",TRUE,23,3,5858.0267707,"B",66.0954819385518
"1415","europar-test-2",3,200,25,449.98,9.3744669,36,0.00199399999999628,65894,35.4,33,34.2,"red",FALSE,23,4,5867.4012376,"W",48.0005961725674
"1416","base-europar-test-2",3,200,25,407.78,7.20993816,NA,0,NA,35.4,33.4,34.4,"blue",TRUE,23,3,5874.61117576,"B",56.5580440429187
"1417","europar-test-2",3,200,25,497.34,9.50767369,44,0.000250000000001194,80318,35.9,33.9,34.9,"red",FALSE,23,4,5884.11884945,"W",52.3093257316028
"1418","base-europar-test-2",3,200,25,461.86,7.38322705,NA,0,NA,42,32.2,37.1,"blue",TRUE,23,3,5891.5020765,"B",62.5553022915637
"1419","europar-test-2",3,200,25,702.7,10.27339623,88,0.000309999999998922,160275,36.4,34.4,35.4,"red",FALSE,23,4,5901.77547273,"W",68.3999705908355
"1420","base-europar-test-2",3,200,25,577.7,7.74353462,NA,0,NA,37.9,34.9,36.4,"blue",TRUE,23,3,5909.51900735,"B",74.6041734620669
"1421","europar-test-2",3,200,25,740.88,10.35143046,44,0.000229999999994845,80272,39.1,37,38.05,"red",FALSE,23,4,5919.87043781,"W",71.5727167238295
"1422","base-europar-test-2",3,200,25,456.94,7.35232857,NA,0,NA,36.4,33.4,34.9,"blue",TRUE,23,3,5927.22276638,"B",62.1490179131099
"1423","europar-test-2",3,200,25,551.45,9.88633556,36,0.00285300000000177,66108,35,33,34,"red",FALSE,23,4,5937.10910194,"W",55.7790089819691
"1424","base-europar-test-2",3,200,25,653.4,8.15237925,NA,0,NA,36.1,32.5,34.3,"blue",TRUE,23,3,5945.26148119,"B",80.1483812225738
"1425","europar-test-2",3,200,25,478.91,9.54782458,79,3.19999999973675e-05,144110,35.9,33.9,34.9,"red",FALSE,23,4,5954.80930577,"W",50.1590698475108
"1426","base-europar-test-2",3,200,25,609.92,7.94096918,NA,0,NA,48.6,33,40.8,"blue",TRUE,23,3,5962.75027495,"B",76.8067456471352
"1427","europar-test-2",3,200,25,565.68,9.85954683,101,0.000219000000001301,183833,44.5,41.1,42.8,"red",FALSE,23,4,5972.60982178,"W",57.3738336815628
"1428","base-europar-test-2",3,200,25,333.78,7.01864771,NA,0,NA,36.9,33,34.95,"blue",TRUE,23,3,5979.62846949,"B",47.5561694775531
"1429","europar-test-2",3,200,25,527.86,9.71111248,34,0.000940999999997416,62254,34,31.5,32.75,"red",FALSE,23,4,5989.33958197,"W",54.3562852440568
"1430","base-europar-test-2",3,200,25,325.12,6.94715546,NA,0,NA,34,32,33,"blue",TRUE,23,3,5996.28673743,"B",46.7990103103292
"1431","europar-test-2",3,200,25,533.12,9.79883202,44,0.000555999999996004,80777,35.4,33.8,34.6,"red",FALSE,23,4,6006.08556945,"W",54.4064842536203
"1432","base-europar-test-2",3,200,25,665.67,8.32051674,NA,0,NA,36.1,33,34.55,"blue",TRUE,23,3,6014.40608619,"B",80.0034445937549
"1433","europar-test-2",3,200,25,549.45,9.75964172,84,0.000247000000001663,153136,60.6,35.4,48,"red",FALSE,23,4,6024.16572791,"W",56.2981732079403
"1434","base-europar-test-2",3,200,25,519.18,7.71737857,NA,0,NA,50.8,35.1,42.95,"blue",TRUE,23,3,6031.88310648,"B",67.2741391770289
"1435","europar-test-2",3,200,25,599.85,10.0187673,61,0.000506999999998925,111274,36.4,33.9,35.15,"red",FALSE,23,4,6041.90187378,"W",59.8726352292861
"1436","base-europar-test-2",3,200,25,378.09,7.12189948,NA,0,NA,33.5,31.5,32.5,"blue",TRUE,23,3,6049.02377326,"B",53.0883651281189
"1437","europar-test-2",3,200,25,499.16,9.5834604,60,0.000692000000000803,109415,34.5,31.5,33,"red",FALSE,23,4,6058.60723366,"W",52.0855702601954
"1438","base-europar-test-2",3,200,25,419.88,7.37757007,NA,0,NA,35.2,32.5,33.85,"blue",TRUE,23,3,6065.98480373,"B",56.9130480654317
"1439","europar-test-2",3,200,25,693.15,10.32086713,91,0.000225999999997839,165722,49.6,33.4,41.5,"red",FALSE,23,4,6076.30567086,"W",67.1600546028927
"1440","base-europar-test-2",3,200,25,392.43,7.22214218,NA,0,NA,34,32,33,"blue",TRUE,23,3,6083.52781304,"B",54.3370637435997
"1441","europar-test-2",3,200,25,565,9.78278572,44,0.000461000000001377,80449,40.2,34.9,37.55,"red",FALSE,23,4,6093.31059876,"W",57.7545104402021
"1442","base-europar-test-2",3,200,25,414.29,7.29372643,NA,0,NA,38.9,36.5,37.7,"blue",TRUE,23,3,6100.60432519,"B",56.8008690723543
"1443","europar-test-2",3,200,25,454.01,9.37487878,44,0.00283499999999748,80683,35.4,32,33.7,"red",FALSE,23,4,6109.97920397,"W",48.428359518479
"1444","base-europar-test-2",3,200,25,562.87,7.6091437,NA,0,NA,34.5,32,33.25,"blue",TRUE,23,3,6117.58834767,"B",73.9728440139723
"1445","europar-test-2",3,200,25,516.43,9.49021905,64,0.000456999999997265,116679,34.5,32.5,33.5,"red",FALSE,23,4,6127.07856672,"W",54.4170790241138
"1446","base-europar-test-2",3,200,25,407.19,7.14593548,NA,0,NA,35.4,32,33.7,"blue",TRUE,23,3,6134.2245022,"B",56.9820426086467
"1447","europar-test-2",3,200,25,640.66,9.79697914,54,0.000433000000001016,98442,34,31.5,32.75,"red",FALSE,23,4,6144.02148134,"W",65.3936270400184
"1448","base-europar-test-2",3,200,25,520.19,7.28580035,NA,0,NA,38.6,35.6,37.1,"blue",TRUE,23,3,6151.30728169,"B",71.3977840471569
"1449","europar-test-2",3,200,25,729.66,9.87704685,48,0.000863999999999976,87775,36.6,34.4,35.5,"red",FALSE,23,4,6161.18432854,"W",73.8743078858637
"1450","base-europar-test-2",3,200,25,539.55,7.40107923,NA,0,NA,38.6,35.6,37.1,"blue",TRUE,23,3,6168.58540777,"B",72.9015300650957
"1451","europar-test-2",3,200,25,693.75,9.77841091,28,6.59999999967908e-05,51438,37.9,34.9,36.4,"red",FALSE,23,4,6178.36381868,"W",70.9471105668641
"1452","base-europar-test-2",3,200,25,515.31,7.22141635,NA,0,NA,37.6,34.9,36.25,"blue",TRUE,23,3,6185.58523503,"B",71.3585777393932
"1453","europar-test-2",3,200,25,693.61,9.79184496,41,0.000602999999998133,75068,36.9,34.4,35.65,"red",FALSE,23,4,6195.37707999,"W",70.8354761368689
"1454","base-europar-test-2",3,200,25,515.94,7.23557693,NA,0,NA,37.4,34.5,35.95,"blue",TRUE,23,3,6202.61265692,"B",71.3059932872554
"1455","europar-test-2",3,200,25,690.57,9.79662228,56,0.000335999999997227,102162,37.9,34.9,36.4,"red",FALSE,23,4,6212.4092792,"W",70.4906222024924
"1456","base-europar-test-2",3,200,25,511.65,7.21801607,NA,0,NA,37.4,35.4,36.4,"blue",TRUE,23,3,6219.62729527,"B",70.8851289659154
"1457","europar-test-2",3,200,25,768.02,10.16147797,137,0.000282999999996036,249491,36.4,34.9,35.65,"red",FALSE,23,4,6229.78877324,"W",75.5815248792986
"1458","base-europar-test-2",3,200,25,602.86,7.68350163,NA,0,NA,43,38.2,40.6,"blue",TRUE,23,3,6237.47227487,"B",78.4616219310934
"1459","europar-test-2",3,200,25,744.9,10.05932008,67,0.00125200000000092,122285,40.4,35.4,37.9,"red",FALSE,23,4,6247.53159495,"W",74.0507304744199
"1460","base-europar-test-2",3,200,25,512.06,7.21863788,NA,0,NA,38.4,35.4,36.9,"blue",TRUE,23,3,6254.75023283,"B",70.9358203739124
"1461","europar-test-2",3,200,25,689.13,9.75338276,40,0.00106799999999652,73096,37.4,35.4,36.4,"red",FALSE,23,4,6264.50361559,"W",70.6554860972154
"1462","base-europar-test-2",3,200,25,499.02,7.13910982,NA,0,NA,36.9,35.9,36.4,"blue",TRUE,23,3,6271.64272541,"B",69.8994710239658
"1463","europar-test-2",3,200,25,677.35,9.68841658,36,0.000637999999995031,65851,37.1,34.9,36,"red",FALSE,23,4,6281.33114199,"W",69.91338516536
"1464","base-europar-test-2",3,200,25,511.05,7.21801062,NA,0,NA,40.6,36.4,38.5,"blue",TRUE,23,3,6288.54915261,"B",70.8020570909052
"1465","base-europar-test-3",10,400,10,387.92,8.31091858,NA,0,NA,28.6,27.6,28.1,"blue",TRUE,21,3,8.31091858,"B",46.6759475821986
"1466","europar-test-3",10,400,10,428.65,9.22740568,16,6.711616,59957,34.4,31.6,33,"red",FALSE,21,4,17.53832426,"W",46.454010462451
"1467","base-europar-test-3",10,400,10,316.48,6.88891478,NA,0,NA,33,30.1,31.55,"blue",TRUE,21,3,24.42723904,"B",45.9404724992113
"1468","europar-test-3",10,400,10,423.48,9.19259678,22,3.634695,81979,35,30.5,32.75,"red",FALSE,21,4,33.61983582,"W",46.0675052038995
"1469","base-europar-test-3",10,400,10,327.75,6.87520672,NA,0,NA,34.8,30.1,32.45,"blue",TRUE,21,3,40.49504254,"B",47.671293874928
"1470","europar-test-3",10,400,10,420.95,9.22149213,15,7.880142,56034,34.8,31,32.9,"red",FALSE,21,4,49.71653467,"W",45.6487945839628
"1471","base-europar-test-3",10,400,10,314.65,6.8345883,NA,0,NA,34,31,32.5,"blue",TRUE,21,3,56.55112297,"B",46.0378864371392
"1472","europar-test-3",10,400,10,424.87,9.22034377,21,4.79106,78374,32,30.5,31.25,"red",FALSE,21,4,65.77146674,"W",46.0796268120055
"1473","base-europar-test-3",10,400,10,322.91,6.8684352,NA,0,NA,35,31.8,33.4,"blue",TRUE,21,3,72.63990194,"B",47.0136196378471
"1474","europar-test-3",10,400,10,435.73,9.24021491,37,4.830607,137375,34,31.1,32.55,"red",FALSE,21,4,81.88011685,"W",47.155829625612
"1475","base-europar-test-3",10,400,10,320.79,6.86183679,NA,0,NA,33.5,31.5,32.5,"blue",TRUE,21,3,88.74195364,"B",46.7498732216276
"1476","europar-test-3",10,400,10,435.27,9.27421562,15,5.459535,56112,34.2,30.5,32.35,"red",FALSE,21,4,98.01616926,"W",46.9333491730916
"1477","base-europar-test-3",10,400,10,325.37,6.85549528,NA,0,NA,35.4,32.5,33.95,"blue",TRUE,21,3,104.87166454,"B",47.4611952471507
"1478","europar-test-3",10,400,10,432.13,9.28402783,16,5.547994,59890,34,31.5,32.75,"red",FALSE,21,4,114.15569237,"W",46.5455304435467
"1479","base-europar-test-3",10,400,10,319.29,6.8429,NA,0,NA,36.4,33.8,35.1,"blue",TRUE,21,3,120.99859237,"B",46.6600417951453
"1480","europar-test-3",10,400,10,430.75,9.26087933,19,7.937938,71141,33,31.5,32.25,"red",FALSE,21,4,130.2594717,"W",46.5128617543492
"1481","base-europar-test-3",10,400,10,328.09,6.88903417,NA,0,NA,36.4,32.2,34.3,"blue",TRUE,21,3,137.14850587,"B",47.6249633698652
"1482","europar-test-3",10,400,10,432.66,9.23749056,49,6.50671699999999,181627,37.4,33.8,35.6,"red",FALSE,21,4,146.38599643,"W",46.8373956313954
"1483","base-europar-test-3",10,400,10,319.7,6.87157542,NA,0,NA,33.2,30.6,31.9,"blue",TRUE,21,3,153.25757185,"B",46.5249932452899
"1484","europar-test-3",10,400,10,428.45,9.2830894,20,6.433951,74544,33.5,31,32.25,"red",FALSE,21,4,162.54066125,"W",46.1538159914737
"1485","base-europar-test-3",10,400,10,317.54,6.85985745,NA,0,NA,35.9,31.8,33.85,"blue",TRUE,21,3,169.4005187,"B",46.2895916299252
"1486","europar-test-3",10,400,10,428.78,9.2243237,14,7.055959,52345,34,31.5,32.75,"red",FALSE,21,4,178.6248424,"W",46.4836245935298
"1487","base-europar-test-3",10,400,10,319.17,6.81654207,NA,0,NA,35,31,33,"blue",TRUE,21,3,185.44138447,"B",46.8228607294431
"1488","europar-test-3",10,400,10,467.68,9.37947696,25,7.950413,92855,34.2,31,32.6,"red",FALSE,21,4,194.82086143,"W",49.862055421052
"1489","base-europar-test-3",10,400,10,321.7,6.8554219,NA,0,NA,34.5,31.5,33,"blue",TRUE,21,3,201.67628333,"B",46.9263605789164
"1490","europar-test-3",10,400,10,446.1,9.28178095,26,5.231745,96968,34,31.5,32.75,"red",FALSE,21,4,210.95806428,"W",48.0618970004889
"1491","base-europar-test-3",10,400,10,327,6.88521044,NA,0,NA,36.4,32.2,34.3,"blue",TRUE,21,3,217.84327472,"B",47.4931017504238
"1492","europar-test-3",10,400,10,426.23,9.24550102,29,4.049266,107578,34,31.1,32.55,"red",FALSE,21,4,227.08877574,"W",46.1013415149675
"1493","base-europar-test-3",10,400,10,320.97,6.87168646,NA,0,NA,34,30.5,32.25,"blue",TRUE,21,3,233.9604622,"B",46.7090577936526
"1494","europar-test-3",10,400,10,434.72,9.2852708,17,6.11268099999999,63514,33.5,31.5,32.5,"red",FALSE,21,4,243.245733,"W",46.8182360389532
"1495","base-europar-test-3",10,400,10,316.65,6.88256767,NA,0,NA,35.9,31.5,33.7,"blue",TRUE,21,3,250.12830067,"B",46.0075389276921
"1496","europar-test-3",10,400,10,426.13,9.29371144,30,4.277337,111301,35.4,31.5,33.45,"red",FALSE,21,4,259.42201211,"W",45.8514343544112
"1497","base-europar-test-3",10,400,10,328.38,6.9183156,NA,0,NA,34.8,31,32.9,"blue",TRUE,21,3,266.34032771,"B",47.4653107759351
"1498","europar-test-3",10,400,10,432.24,9.21806214,22,3.173213,81895,33,31,32,"red",FALSE,21,4,275.55838985,"W",46.8905496009164
"1499","base-europar-test-3",10,400,10,326.56,6.87744466,NA,0,NA,33.2,30.4,31.8,"blue",TRUE,21,3,282.43583451,"B",47.4827521185754
"1500","europar-test-3",10,400,10,443.55,9.31593189,14,6.803844,52507,34.5,31.5,33,"red",FALSE,21,4,291.7517664,"W",47.6119839901492
"1501","base-europar-test-3",10,400,10,319.74,6.88509261,NA,0,NA,34,31,32.5,"blue",TRUE,21,3,298.63685901,"B",46.4394624896701
"1502","europar-test-3",10,400,10,435.95,9.27274419,39,4.506981,144732,35.8,31,33.4,"red",FALSE,21,4,307.9096032,"W",47.0141299131428
"1503","base-europar-test-3",10,400,10,319.96,6.89112905,NA,0,NA,35.2,31,33.1,"blue",TRUE,21,3,314.80073225,"B",46.4307078968431
"1504","europar-test-3",10,400,10,439.21,9.27411022,19,7.24794,70946,35.4,31.5,33.45,"red",FALSE,21,4,324.07484247,"W",47.3587211690482
"1505","base-europar-test-3",10,400,10,362.99,7.02660451,NA,0,NA,34.9,32,33.45,"blue",TRUE,21,3,331.10144698,"B",51.6593753758883
"1506","europar-test-3",10,400,10,428.16,9.23091198,17,5.222955,63501,36.1,33.9,35,"red",FALSE,21,4,340.33235896,"W",46.3832827057246
"1507","base-europar-test-3",10,400,10,320.18,6.88953632,NA,0,NA,34,31,32.5,"blue",TRUE,21,3,347.22189528,"B",46.4733742778208
"1508","europar-test-3",10,400,10,425.14,9.21349068,29,6.33609,107530,37.6,33,35.3,"red",FALSE,21,4,356.43538596,"W",46.1432061708017
"1509","base-europar-test-3",10,400,10,321.75,6.86743454,NA,0,NA,34,31,32.5,"blue",TRUE,21,3,363.3028205,"B",46.8515568842976
"1510","europar-test-3",10,400,10,424.59,9.2361751,22,4.256071,81990,34.4,32,33.2,"red",FALSE,21,4,372.5389956,"W",45.9703281285778
"1511","base-europar-test-3",10,400,10,322.26,6.8347486,NA,0,NA,33.2,30.5,31.85,"blue",TRUE,21,3,379.3737442,"B",47.1502346114091
"1512","europar-test-3",10,400,10,432.38,9.28538693,13,8.180936,48862,34.5,31.2,32.85,"red",FALSE,21,4,388.65913113,"W",46.5656416108015
"1513","base-europar-test-3",10,400,10,328.99,6.90912618,NA,0,NA,37.1,33.2,35.15,"blue",TRUE,21,3,395.56825731,"B",47.6167306008008
"1514","europar-test-3",10,400,10,422.44,9.21725718,27,3.966024,100409,32.8,30.1,31.45,"red",FALSE,21,4,404.78551449,"W",45.8314216203741
"1515","base-europar-test-3",10,400,10,316.35,6.84031669,NA,0,NA,33.5,31,32.25,"blue",TRUE,21,3,411.62583118,"B",46.2478587376632
"1516","europar-test-3",10,400,10,423.51,9.21144523,14,6.607973,52324,34,31.5,32.75,"red",FALSE,21,4,420.83727641,"W",45.9764987388412
"1517","base-europar-test-3",10,400,10,313.97,6.84396136,NA,0,NA,33,30.5,31.75,"blue",TRUE,21,3,427.68123777,"B",45.8754781748213
"1518","europar-test-3",10,400,10,429.43,9.23358717,12,6.289502,45064,34,32,33,"red",FALSE,21,4,436.91482494,"W",46.5073857097729
"1519","base-europar-test-3",10,400,10,317,6.84089088,NA,0,NA,34.2,31.8,33,"blue",TRUE,21,3,443.75571582,"B",46.3389937890663
